ID,Word,Meaning,Mastery,Rank
2147,momentous,重大な、重要な,D,3
2148,incur,(負債などを)被る、負う,D,3
2149,grass roots,(the ~)草の根(運動),D,3
2150,affliction,苦痛、災難,D,3
2151,extort,強要する、無理強いする,D,3
2152,tame,調教する、飼い慣らされた、退屈な,D,3
2153,consecutive,引き続く、連続的な,D,3
2154,segregation,人種差別、(人種)隔離,D,3
2155,heterogeneous,(異種)混成の、異成分から成る、不均質の,D,3
2156,periphery,(通例 the ~)周辺部、外周,D,3
2157,insecticide,殺虫剤,D,3
2158,rebellion,謀反、反乱,D,3
2159,pupil,(眼の)瞳孔,D,3
2160,itinerary,旅行日程(表),D,3
2161,infallible,決して誤らない、絶対に確実な、信頼の置ける,D,3
2162,blatant,ずうずうしい、騒々しい,D,3
2163,blanket,覆う、毛布,D,3
2164,rugged,険しい、でこぼこな、困難な,D,3
2165,notoriety,悪評,D,3
2166,infer,推測する、暗示する,D,3
2167,subordinate,部下、従属する、下位の,D,3
2168,Neptune,海王星,D,3
2169,impending,差し迫った、切迫した,D,3
2170,oblivion,忘却,D,3
2171,innate,生来の、先天的な,D,3
2172,replica,原作の写し、模写、複製,D,3
2173,formidable,手ごわい、恐るべき,D,3
2174,luminous,光り輝く、明るい、明白な,D,3
2175,communal,共同の、公共の、共同社会の、地方自治体の,D,3
2176,nuisance,迷惑な人[行為、もの],D,3
2177,incompatible,馬が合わない、両立しない,D,3
2178,ascertain,(事実などを)確かめる、突き止める,D,3
2179,gale,疾風、大風,D,3
2180,lateral,横の、側面の、(道路の)側溝,D,3
2181,miscellaneous,種々雑多な,D,3
2182,rubble,石くず、がれき,D,3
2183,fluorescence,蛍光発光、蛍光性,D,3
2184,inception,(the ~)(活動・組織などの)開始、発端,D,3
2185,allotment,割当、配当,D,3
2186,conscience,良心,D,3
2187,render,与える、報いる,D,3
2188,submissive,従順な,D,3
2189,outright,率直に、完全に、率直な、全くの,D,3
2190,nominal,名ばかりの,D,3
2191,burden,負担、(心などの)重荷、負担をかける,D,3
2192,superb,素晴らしい,D,3
2193,frugal,質素な、倹約する,D,3
2194,dubious,いかがわしい、怪しげな,D,3
2195,cardinal,主要な、基本的な,D,3
2196,detergent,(合成)洗剤,D,3
2197,tacit,無言の,D,3
2198,mucous membrane,(the ~)(鼻などの)粘膜,D,3
2199,grim,険しい、残酷な,D,3
2200,catastrophe,大変動、大被害,D,3
2201,invoice,送り状,D,3
2202,barely,かろうじて、ほとんど〜ない,D,3
2203,ardent,熱心な,D,3
2204,stake,利害、くい、棒,D,3
2205,brand-new,真新しい,D,3
2206,resignation,辞職,D,3
2207,jargon,特殊用語、たわ言,D,3
2208,tornado,(大)竜巻,D,3
2209,emancipate,解放する、自由にする,D,3
2210,adverse,有害な、不利な、反対する,D,3
2211,affiliate,提携させる、加入する,D,3
2212,simultaneous,同時に起こる,D,3
2213,supreme,至高の,D,3
2214,quarry,(石などを)切り出す、(事実などを)探し出す、石切場、採石場,D,3
2215,counterpart,対応する物や人、副本、写し、対のうちの一方[片われ],D,3
2216,pasteurization,低温殺菌、加熱殺菌,D,3
2217,hay,干し草,D,3
2218,unearth,(事実・証拠などを)明るみに出す、発掘する、掘り出す,D,3
2219,relevancy,関連、適合性,D,3
2220,runoff,地面を流れる雨水、排水、決勝戦,D,3
2221,trim,手入れる、刈り込む,D,3
2222,sodium,ナトリウム,D,3
2223,coherent,首尾一貫した,D,3
2224,oppression,圧迫、抑圧,D,3
2225,enmity,敵意、憎しみ,D,3
2226,bovine,ウシ（属）の、のっそりした、ウシ科の動物,D,3
2227,reclaim,開墾する、矯正する,D,3
2228,apathetic,無関心な、感情のない、冷淡な,D,3
2229,asymmetric,非対称な、不釣り合いの,D,3
2230,mitigate,和らげる、軽くする,D,3
2231,tribute,賛辞、貢ぎ物,D,3
2232,esteem,尊敬する、〜と思う、尊敬,D,3
2233,intrude,侵入する、邪魔する,D,3
2234,scan,入念に調べる、ざっと見る,D,3
2235,double helix,（遺伝子の）二重らせん構造,D,3
2236,godfather,（通例 〜s）（家系に関係なく）父祖、祖先,D,3
2237,disrupt,混乱させる、分裂させる,D,3
2238,glossary,用語解説、用語辞典,D,3
2239,elliptical,楕円の、長円の,D,3
2240,deploy,（軍を）配備［展開］する,D,3
2241,whisker,（ネコなどの）ひげ、（通例 〜s）頬ひげ,D,3
2242,coincide,一致する,D,3
2243,setback,妨げ、逆転、後退,D,3
2244,affirmative,賛成の、積極的な、賛成者側、肯定,D,3
2245,crescent,三日月,D,3
2246,eulogy,賛辞、賞賛,D,3
2247,sparrow,スズメ,D,3
2248,accordingly,それに応じて、従って,D,3
2249,tempt,誘惑する、そそのかす,D,3
2250,inoculation,（予防）接種,D,3
2251,preliminary,予備的な、準備の,D,3
2252,incidental,臨時の、付随して起こる、偶然の,D,3
2253,electron microscope,電子顕微鏡,D,3
2254,embellish,飾る、美しくする,D,3
2255,insensitive,無関心な、〜を感じない、無感覚な,D,3
2256,elusive,理解しにくい、捕らえにくい、逃げる,D,3
2257,embryonic,胎児の、未発達の,D,3
2258,freight,貨物（輸送）、船荷、運賃、貨物として運送する,D,3
2259,agent,成分、物質、代理店、代理人,D,3
2260,accuse,非難する、告発する,D,3
2261,creditor,債権者,D,3
2262,exploit,活用する、開発する、（鉱山を）掘る,D,3
2263,candor,素直さ、誠実さ、公平,D,3
2264,shred,（しばしば 〜s）一片、断片、ずたずたに裂く,D,3
2265,foresight,先見、将来への配慮,D,3
2266,clemency,寛大さ、慈悲,D,3
2267,methodical,秩序だった、（人が）きちんとした,D,3
2268,rectify,改正する、直す,D,3
2269,scrape,こすり取る、こすって滑らかにする,D,3
2270,precipitous,険しい、絶壁のような,D,3
2271,animate,活気づける、生き生きとした,D,3
2272,baroque,バロック式の、バロックの（特にバッハやヘンデルの音楽に代表される）,D,3
2273,junk,がらくた、廃品,D,3
2274,disintegrate,崩壊する［させる］、分解する［させる］,D,3
2275,nullify,無効にする,D,3
2276,myriad,無数、無数の,D,3
2277,phonetic,音声上の,D,3
2278,accelerate,加速する,D,3
2279,consequence,結論,D,3
2280,chaotic,混沌とした、無秩序な,D,3
2281,meticulously,綿密に,D,3
2282,poultry,（集合的に）（複数扱い）家禽,D,3
2283,anthropology,（文化）人類学,D,3
2284,upheaval,激変,D,3
2285,foster,育てる、養育する,D,3
2286,credibility,信用できること、信頼性,D,3
2287,impair,損なう、減じる,D,3
2288,exoskeleton,（昆虫の）外骨格,D,3
2289,ellipse,楕円,D,3
2290,thrifty,つましい、倹約する,D,3
2291,grotesque,奇怪な、異様な、グロテスクな,D,3
2292,precaution,予防、警戒,D,3
2293,latent,潜伏している、外から見えない,D,3
2294,liner,（大型の）定期船,D,3
2295,huddle,体を寄せ合う、集まって協議をする、縮こまる,D,3
2296,besiege,包囲する,D,3
2297,common sense,良識、常識,D,3
2298,indiscriminate,無差別の、乱雑な,D,3
2299,perish,腐る、滅びる、死ぬ,D,3
2300,touchy,厄介な、敏感な,D,3
2301,retiring,内気な、引っ込み思案な、隠居する,D,3
2302,peril,危険,D,3
2303,profusion,豊富,D,3
2304,abstain,慎む,D,3
2305,preside,司会をする、統轄する,D,3
2306,predominant,圧倒的な、優勢な,D,3
2307,bizarre,風変わりな、異様な,D,3
2308,bewilder,当惑させる,D,3
2309,deplore,非難する、遺憾に思う,D,3
2310,oxidize,酸化する,D,3
2311,embark,乗り出す、乗船する［させる］,D,3
2312,skeleton,骨格,D,3
2313,authenticate,本物であると証明する,D,3
2314,futile,無駄な、無益な、くだらない,D,3
2315,plead,弁護する、嘆願する,D,3
2316,mend,補修する,D,3
2317,sluggish,停滞した、怠惰な、のろい,D,3
2318,spawn,（しばしば集合的に）（魚やカエルなどの）卵、（卵を）産む,D,3
2319,indispensable,不可欠の,D,3
2320,yield,生む、屈服する、譲渡する、産出高、収益,D,3
2321,gum,（通例 〜s）歯茎,D,3
2322,veto,拒否権,D,3
2323,contemporary,現代的な、同時代の,D,3
2324,psychiatrist,精神科医,D,3
2325,liability,責任、義務、負債、傾向,D,3
2326,seismology,地震学,D,3
2327,ordinance,法令、布告,D,3
2328,herbicide,除草剤,D,3
2329,rookery,（アザラシやペンギンの）集団繁殖地,D,3
2330,appendix,付録、虫垂,D,3
2331,topography,地形（学）,D,3
2332,derive,由来する、得る,D,3
2333,mediate,調停する、仲介する、間接の、仲介の,D,3
2334,coagulate,（液体が）凝固する、固まる,D,3
2335,anonymity,匿名者、無名であること,D,3
2336,unwarranted,不当な、保証されていない、公認されていない,D,3
2337,coniferous tree,針葉樹,D,3
2338,makeshift,間に合わせの、当座しのぎの、間に合わせのもの、代用品,D,3
2339,smother,（火などを）消す、（感情などを）抑える、窒息させる,D,3
2340,tangle,紛糾［混乱］させる,D,3
2341,taper,先細りになること、細いろうそく、次第に減る、弱まる,D,3
2342,redundant,余分な,D,3
2343,replicate,複製する、模写する、再生された,D,3
2344,procession,行列、行進,D,3
2345,celestial,天の、空の、天体の,D,3
2346,sophistication,洗練された考え、高尚な好み、精巧化,D,3
2347,dine,食事する,D,3
2348,reservation,予約、心配事、気がかり、（法）留保の条件、居留地,D,3
2349,heredity,遺伝,D,3
2350,aberration,異常、常軌を逸すること,D,3
2351,marital,結婚の、夫婦間の,D,3
2352,exert,努力する、用いる、発揮する,D,3
2353,illusive,錯覚を起こさせる、幻想的な,D,3
2354,stockpile,備蓄する、備蓄,D,3
2355,greenback,米ドル紙幣,D,3
2356,coercion,強制、威圧,D,3
2357,offshore,オフショアの、海外の、沖の,D,3
2358,lapse,ちょっとした誤り、時の経過、権利の消失,D,3
2359,whistle,口笛を吹く、口笛、汽笛,D,3
2360,audit,監査する,D,3
2361,plenitude,十分、豊富,D,3
2362,tow,けん引する,D,3
2363,jurisdiction,（司法などの）管轄権,D,3
2364,dissident,反体制派（の人）,D,3
2365,dismiss,解雇する、去らせる,D,3
2366,enlightenment,啓発、啓蒙,D,3
2367,evergreen,常緑の,D,3
2368,levity,軽薄、不謹慎,D,3
2369,wharf,埠頭,D,3
2370,virtual,仮想の、実質上の,D,3
2371,descend,下る、受け継がれる,D,3
2372,outlook,外観、眺望,D,3
2373,defame,中傷する,D,3
2374,energize,元気づける、活力を与える,D,3
2375,seismic,地震の,D,3
2376,authentic,本物の、信頼できる,D,3
2377,buoy,（下落しないように）支える、浮かす、ブイ,D,3
2378,ardor,熱心、熱意,D,3
2379,siege,包囲（攻撃）,D,3
2380,mirage,蜃気楼,D,3
2381,transparent,透明な,D,3
2382,assessment,評価、査定、（環境などの）アセスメント、評価額,D,3
2383,credence,信用,D,3
2384,flux,流れ、流転、（金属を溶けやすくするために用いる）フラックス,D,3
2385,lumber,のしのし歩く、木材、材木,D,3
2386,solitary,孤独の,D,3
2387,hinder,妨害する,D,3
2388,constraint,強制、制約、束縛,D,3
2389,practical,実際の、実用の、事実上の,D,3
2390,divergent,異なる、分岐する,D,3
2391,integrate,統一する、まとめる、溶け込ませる,D,3
2392,anomaly,異例な物［人］、破格,D,3
2393,proximity,近接,D,3
2394,affluence,富裕、豊富さ,D,3
2395,amicable,友好的な,D,3
2396,repent,後悔する,D,3
2397,conversion,転換、改宗、換算,D,3
2398,diurnal,昼間活動する、昼間の,D,3
2399,genetics,遺伝学,D,3
2400,ordeal,試練,D,3
2401,incubate,（卵を）かえす、培養する,D,3
2402,cumbersome,（重く大きくて）扱いにくい、厄介な,D,3
2403,adhere,忠実である、固執する、しっかりと付く,D,3
2404,delete,削除する、消す,D,3
2405,maternal,母親の、母親らしい,D,3
2406,spark,火花、火花を出す、スパークする,D,3
2407,thorax,胸部,D,3
2408,preclude,排除する、妨げる,D,3
2409,exacerbate,悪化させる、怒らせる,D,3
2410,erratic,不規則な、とっぴな,D,3
2411,petty,（通例限定用法）ささいな、小規模な、価値の少ない、取るに足らない,D,3
2412,latency period,（病気の）潜伏期間,D,3
2413,faction,党派、派閥,D,3
2414,excerpt,抜粋、抜粋する,D,3
2415,woe,（通例 〜s）悲痛、苦悩、災難,D,3
2416,equivocal,はっきりしない、両義にとれる,D,3
2417,afflict,悩ます、苦しめる,D,3
2418,eradicate,根絶する、撲滅する,D,3
2419,despise,軽蔑する、ばかにする,D,3
2420,riverbed,川底,D,3
2421,rudimentary,基本的な、初歩的な、原始的な,D,3
2422,wilderness,自然の原野、荒野,D,3
2423,static,変化のない、静的な,D,3
2424,frontier,国境、辺境、フロンティア,D,3
2425,benign,穏やかな、慈悲深い、（腫瘍などが）良性の,D,3
2426,intermittent,断続的な、時々とぎれる,D,3
2427,onlooker,傍観者,D,3
2428,spiral,らせんの,D,3
2429,evasion,回避、言い逃れ,D,3
2430,boost,（値を）引き上げる,D,3
2431,remorse,深い悔恨、自責の念,D,3
2432,cite,引用する,D,3
2433,missing,行方不明の,D,3
2434,oust,（権利などを）取り上げる、追放する,D,3
2435,purchasing power,購買力,D,3
2436,manipulate,巧みに操作する、改ざんする,D,3
2437,overwhelm,困惑させる、圧倒する、打ちのめす,D,3
2438,concession,譲歩,D,3
2439,prone,（ふつう悪い意味で）〜する傾向がある、うつぶせの,D,3
2440,tariff,関税、料金,D,3
2441,collaborate,共同して働く,D,3
2442,demystify,解明する、神秘性を取り除く,D,3
2443,utmost,最大限の,D,3
2444,itchy,かゆい、うずうずする,D,3
2445,perspective,観点、眺望、遠近法,D,3
2446,exhaustive,完全な、徹底的な,D,3
2447,testimony,証明、証言,D,3
2448,cuisine,料理（法）,D,3
2449,integral,不可欠な、完全無欠な、整数の、積分の,D,3
2450,requisite,必要な、必須の,D,3
2451,opportunist,日和見主義者,D,3
2452,legislation,（集合的に）法律、立法,D,3
2453,congruence,一致、調和,D,3
2454,grope,手探りする,D,3
2455,sympathy,思いやり、同情,D,3
2456,don,着る、かぶる,D,3
2457,ratify,批准する,D,3
2458,tantalize,じらす,D,3
2459,stipulate,明記する、規定する、要求する,D,3
2460,pregnant,妊娠した、意味深長な、創意工夫に富む,D,3
2461,clumsy,不器用な,D,3
2462,resonant,朗々とした、鳴り響く、反響する,D,3
2463,controversial,論争的な,D,3
2464,exquisite,この上なく素晴らしい、洗練された,D,3
2465,avalanche,雪崩,D,3
2466,multitude,多数,D,3
2467,preface,序文,D,3
2468,enigma,謎,D,3
2469,bureaucracy,官僚政治、官僚制度,D,3
2470,per capita,一人当たり（の）,D,3
2471,orientation,進路指導、オリエンテーション,D,3
2472,successive,連続する、次の,D,3
2473,interim,（the 〜）しばらくの間、合い間、一時の、仮の,D,3
2474,averse,（しばしば否定文で）嫌って、反対して,D,3
2475,subsidiary,子会社、補助員、補助的な、補助金による,D,3
2476,startle,驚かせる,D,3
2477,hefty,多量の、非常に重い,D,3
2478,incontrovertible,議論の余地のない、明白な,D,3
2479,prolific,多産の、豊かな,D,3
2480,stereotype,固定観念、決まり文句,D,3
2481,perpetual,永続的な,D,3
2482,stray,それる、脱線する、迷い出た、はぐれた,D,3
2483,dogmatic,独断的な、教義上の,D,3
2484,embezzle,横領する、使い込む,D,3
2485,statistics,統計学、（複数扱い）統計（資料）,D,3
2486,unleash,解放する、（感情などを）爆発させる、（犬の）鎖を外す,D,3
2487,diligence,勤勉,D,3
2488,inhibit,抑制する、（行動・発達などを）妨げる,D,3
2489,mountain lion,アメリカライオン、ピューマ、クーガー,D,3
2490,visionary,先見の明がある、夢想的な,D,3
2491,preponderance,（通例 a〜）（重量や数量での）優勢、優越,D,3
2492,canine,犬の（ような）、イヌ科の,D,3
2493,pliable,曲げやすい、適応性のある,D,3
2494,provincial,州の、地方の、粗野な,D,3
2495,smuggle,密輸する,D,3
2496,thorn,（バラなどの）とげ,D,3
2497,subsidize,補助金を支給する,D,3
2498,credential,（通例 〜s）信任状,D,3
2499,stagnant,よどんだ、活気がない,D,3
2500,disruption,混乱、中断、妨害,D,3
2501,token,しるし、象徴、記念品、トークン（地下鉄などの代用貨幣）,D,3
2502,induce,誘発する,D,3
2503,glimpse,ちらりと見えること、ちらりと見る,D,3
2504,sanction,認可、賛成、（通例〜s）制裁,D,3
2505,impulse,衝動,D,3
2506,luminary,発光体、権威者、名士,D,3
2507,rehabilitate,（けが人などの）健康をもとどおりにする、修復する,D,3
2508,rhetoric,効果的な話し方、修辞学,D,3
2509,gastric ulcer,胃潰瘍,D,3
2510,equilibrium,釣り合い、均衡、バランス、心の平静,D,3
2511,subsequent,続いて起こる、その後の,D,3
2512,underpin,（比喩的に）支える、補強する,D,3
2513,illusion,幻想、錯覚、幻影、まぼろし,D,3
2514,sporadic,散発的な、時々起こる,D,3
2515,founder,創設者、創立者、（計画・事業などが）失敗する、つぶれる,D,3
2516,exemplify,例証する、良い例となる,D,3
2517,idiosyncrasy,特異性、独特な性癖,D,3
2518,Uranus,天王星,D,3
2519,austere,厳しい、簡素な,D,3
2520,condolence,弔意、悔やみ、（通例〜s）哀悼の辞,D,3
2521,skeptic,懐疑論者、疑い深い人,D,3
2522,ambiguous,あいまいな、多義的な,D,3
2523,practitioner,開業者、弁護士、開業医、療法士,D,3
2524,lubricate,滑らかにする、潤滑油を差す,D,3
2525,revenue,収入、歳入,D,3
2526,purge,取り除く、一掃する,D,3
2527,traumatic,精神的外傷を引き起こす、外傷の,D,3
2528,convene,招集する,D,3
2529,legacy,遺産,D,3
2530,peer,（通例 〜s）同僚、凝視する,D,3
2531,squall,スコール、突風,D,3
2532,pretentious,うぬぼれた、これ見よがしの,D,3
2533,obsolete,古くなった、廃れた、退化した,D,3
2534,autonomous,自治権のある,D,3
2535,legitimate,正当な、合法的な,D,3
2536,definitive,最終的な、決定的な、完成した,D,3
2537,novelty,珍しさ、斬新さ、目新しいもの,D,3
2538,maritime,海事の、海の、沿岸に住む,D,3
2539,alert,用心深い、機敏な、警戒態勢に置く、警戒、警報,D,3
2540,recede,後退する、弱まる,D,3
2541,consequently,その結果（として）,D,3
2542,acquire,手に入れる、習得する,D,3
2543,extravagant,ぜいたくな、金遣いの荒い,D,3
2544,seep,（水などが）漏れる,D,3
2545,glitter,きらきら輝く,D,3
2546,additive,（食品などの）添加物、付加的な,D,3
2547,agenda,議事、議題、協議事項リスト,D,3
2548,intriguing,興味をそそる、好奇心をかきたてる,D,3
2549,massacre,大虐殺,D,3
2550,censor,検閲する,D,3
2551,outgoing,社交的な、外向的な,D,3
2552,fortress,要塞、とりで,D,3
2553,gloomy,憂うつな,D,3
2554,concede,認める、許す、譲歩する,D,3
2555,universal,普遍的な、一般的な、宇宙の,D,3
2556,lieu,場所,D,3
2557,preeminent,卓越した、優位の,D,3
2558,inflate,膨らませる、物価をつり上げる,D,3
2559,incomprehensible,理解できない、わかりにくい,D,3
2560,momentum,運動量、はずみ,D,3
2561,barren,不毛の,D,3
2562,pertinent,関連する、適切な,D,3
2563,elated,大得意の、意気盛んな,D,3
2564,mob,暴徒、群集,D,3
2565,jellyfish,クラゲ,D,3
2566,havoc,大混乱、大破壊,D,3
2567,eclectic,折衷的な、取捨選択からなる,D,3
2568,obstinate,頑固な、手に負えない,D,3
2569,standstill,（a 〜）停止、足踏み状態,D,3
2570,fervor,熱情、熱意,D,3
2571,tuberculosis,結核,D,3
2572,incisive,明敏な、鋭い,D,3
2573,nautical,航海の、船員の,D,3
2574,deplete,（資源などを）消耗［減耗］する、使い果たす,D,3
2575,defendant,被告,D,3
2576,improbable,ありそうもない、信じがたい,D,3
2577,decay,（徐々に）荒廃する、衰える、減衰する,D,3
2578,nectar,（植物の）蜜,D,3
2579,concise,簡潔な,D,3
2580,ascendancy,優位、支配,D,3
2581,lean,寄りかかる、傾ける,D,3
2582,gargle,うがいする,D,3
2583,abolish,廃止する,D,3
2584,devastate,荒廃させる、打ちのめす,D,3
2585,shudder,（恐怖などで）震える,D,3
2586,illiterate,読み書きのできない,D,3
2587,wedge,くさび、くさびで固定する、押し込む,D,3
2588,living standard,（通例 〜s）生活水準,D,3
2589,hypothetical,仮説に基づいた、仮定の,D,3
2590,plateau,高原、台地,D,3
2591,dismal,陰気な、憂うつな,D,3
2592,parameter,（測定可能な）要因、媒介変数、パラメーター,D,3
2593,phobia,恐怖症、病的恐怖［嫌悪］,D,3
2594,posterity,（one's 〜）子孫、（集合的に）後世の人々,D,3
2595,saturate,すっかり濡らす、満たす,D,3
2596,compensate,補償する,D,3
2597,fanaticism,熱狂、狂信,D,3
2598,provision,準備、食糧の供給、（法案などの）条項,D,3
2599,cease,やめる、終わる,D,3
2600,presumption,推測、推定,D,3
2601,suffocate,窒息する［させる］,D,3
2602,sore,痛い、いらいらして,D,3
2603,mystical,神秘的な、神秘主義の,D,3
2604,forbearance,差し控えること、忍耐、寛容,D,3
2605,imaginable,想像できる,D,3
2606,monumental,（程度が）途方もない、非常に大きい、壮大な、記念碑の、不朽の,D,3
2607,pueblo,プエブロ族、れんが造りの北米先住民の集落,D,3
2608,haphazard,でたらめの、偶然の、行き当たりばったりの,D,3
2609,precede,先導する、先んじる,D,3
2610,soothe,和らげる、なだめる,D,3
2611,prompt,迅速な、即座の,D,3
2612,depict,描く、描写する,D,3
2613,reservoir,貯水池、貯蔵所,D,3
2614,propriety,礼儀正しさ、作法、適切さ,D,3
2615,speculate,推測する、考える、投機する,D,3
2616,quota,割り当て、分担,D,3
2617,footnote,脚注,D,3
2618,outnumber,数で勝る、多い,D,3
2619,curtail,削減する、短縮する,D,3
2620,restless,眠れない、休まらない、不安な,D,3
2621,augment,増加［増大］させる［する］,D,3
2622,contingency,不測の事態、偶然性、臨時出費,D,3
2623,benevolent,慈悲深い、親切な,D,3
2624,scorch,（皮膚などを）焼く、焦がす,D,3
2625,burrow,（動物の）穴、隠れ場,D,3
2626,terminate,終わらせる、終結させる、終わる,D,3
2627,wax,ろう、ろうを塗る、ワックスをかける,D,3
2628,salient,目立った、顕著な,D,3
2629,perplex,当惑させる、困らせる,D,3
2630,provoke,怒らせる、引き起こす,D,3
2631,compatible,互換性のある、矛盾のない,D,3
2632,divert,そらす、迂回させる,D,3
2633,temporary,一時的な、臨時の,D,3
2634,lagoon,潟、小さな沼,D,3
2635,plague,疫病、伝染病、災害、異常発生、疫病にかからせる、悩ませる,D,3
2636,elaborate,詳しく説明する、念入りに作る、入念な、細心の,D,3
2637,consolidate,合併［統合］する、強固にする,D,3
2638,inert,不活性の、不活発な,D,3
2639,precise,正確な、精密な、はっきりした,D,3
2640,vowel,母音,D,3
2641,irrelevant,関係のない、見当違いの、的外れの,D,3
2642,trough,（波などの）谷間、（景気などの）底,D,3
2643,valid,有効な、合法的な、論理的な,D,3
2644,incentive,刺激、動機、誘因,D,3
2645,pathetic,痛ましい、哀れを誘う、みじめな、もの悲しい,D,3
2646,growl,（犬などが）うなる、怒鳴り声で言う,D,3
2647,expiration,（契約期間などの）満了、満期,D,3
2648,perfunctory,いい加減な、やる気のない,D,3
2649,forerunner,先駆者、前身、前ぶれ,D,3
2650,influenza,インフルエンザ,D,3
2651,prevail,広く行き渡る、流行している、圧倒する,D,3
2652,ascribe,（原因を）〜に帰する、〜のせいにする,D,3
2653,right angle,直角,D,3
2654,comply,（規則・基準などに）従う,D,3
2655,enhance,（価値・性能・魅力などを）高める、増す,D,3
2656,ponder,熟考する,D,3
2657,timid,臆病な,D,3
2658,bill,法案、請求書、請求書を送る,D,3
2659,hoist,つり上げる、持ち上げる,D,3
2660,pest,害虫、疫病,D,3
2661,obese,肥満した、太りすぎの,D,3
2662,fleet,艦隊、船団、すばやい、快速の,D,3
2663,manifest,明白な、はっきりとした、明らかにする,D,3
2664,foreshadow,〜の前兆となる、前もって示す,D,3
2665,menace,脅迫、おどし、脅威、危険人物,D,3
2666,ascend,上昇する、登る,D,3
2667,industrious,勤勉な,D,3
2668,trivial,ささいな、つまらない,D,3
2669,furor,熱狂、興奮、激怒,D,3
2670,indulge,甘やかす、（〜oneself）満喫する,D,3
2671,capricious,気まぐれな、移り気な,D,3
2672,introvert,内向的な、内向性の人,D,3
2673,retract,取り消す、引っ込める,D,3
2674,waive,（権利などを）自発的に放棄する,D,3
2675,monetary,通貨の、金融上の、金銭の,D,3
2676,concord,一致、調和、協調,D,3
2677,rebel,反逆者,D,3
2678,prototype,典型、模範、原型、試作品,D,3
2679,finite,限られた、有限の,D,3
2680,detached,公平な、独立した,D,3
2681,criterion,（判断・評価の）基準、標準,D,3
2682,satirical,風刺的な、皮肉な,D,3
2683,bold,大胆な、勇敢な,D,3
2684,compromise,妥協する、譲歩する,D,3
2685,hurl,強く投げつける、放り投げる,D,3
2686,attribute,（功績・結果などを）〜のせいと考える、〜に帰する,D,3
2687,turbulence,大荒れ、動乱、乱気流,D,3
2688,principal,（利子に対して）元金、校長、主要な,D,3
2689,concur,賛成する、同時に起こる,D,3
2690,install,取り付ける、設置する,D,3
2691,erroneous,誤った、間違った,D,3
2692,mandate,権限、命令、委任統治領にする、権限を与える,D,3
2693,still,じっとしている、静止した、なお、まだ,D,3
2694,rigor,厳しさ、過酷さ、厳密さ,D,3
2695,arduously,骨を折って、苦労して,D,3
2696,imposing,印象的な、人目を引く、堂々とした,D,3
2697,inertia,慣性、惰性、不活発、ものぐさ,D,3
2698,texture,（布地・皮膚などの）感触、手触り、織地,D,3
2699,imprudent,軽率な、思慮の浅い、無分別な,D,3
2700,perspire,発汗する、汗をかく,D,3
2701,extol,褒めちぎる、激賞する,D,3
2702,irreparable,（損害・損傷などが）修復できない、取り返しのつかない,D,3
2703,emit,（ガス・光・熱などを）発する、放出する,D,3
2704,withhold,差し控える、（税金などを）給料から差し引く,D,3
2705,dump,投棄する、捨てる,D,3
2706,consent,同意、承諾、一致、同意する,D,3
2707,renewal,更新、再開、再建,D,3
2708,expedite,はかどらせる、促進する,D,3
2709,notorious,悪名高い,D,3
2710,bedrock,基盤、基礎、根底,D,3
2711,pathology,病理学,D,3
2712,scramble,よじ登る、先を争う、よじ登ること、奪い合い,D,3
2713,didactic,教師然とした、教訓的な,D,3
2714,forgo,なしですませる、慎む,D,3
2715,beset,悩ませる、つきまとう,D,3
2716,aesthetic,美の、審美的な,D,3
2717,susceptible,影響を受けやすい、感染しやすい、感受性の強い,D,3
2718,compulsion,強制、衝動,D,3
2719,spectrum,スペクトル、波長、範囲,D,3
2720,partisan,熱心な支持者、同志、党派心の強い,D,3
2721,hug,抱き締める,D,3
2722,metabolism,代謝作用、新陳代謝,D,3
2723,frigid,極寒の、寒さが厳しい,D,3
2724,pervasive,隅々に広がった、浸透する、充満する,D,3
2725,retreat,退却する、後退する,D,3
2726,doom,運命づける,D,3
2727,apparatus,器具、装置,D,3
2728,erupt,噴火する、爆発する,D,3
2729,arbitrary,独断的な、恣意的な,D,3
2730,supplementary,追加の、補充的な,D,3
2731,commitment,責任、約束、献身,D,3
2732,literacy,読み書きの能力,D,3
2733,aggravate,悪化させる,D,3
2734,redefine,再評価する、再定義する,D,3
2735,heed,耳を傾ける、注意する、注意、留意,D,3
2736,apprehend,懸念する、恐れる、理解する,D,3
2737,roost,ねぐら、止まり木,D,3
2738,ignite,点火する,D,3
2739,adversary,敵、対戦相手,D,3
2740,denounce,公然と非難する,D,3
2741,particle,微粒子、細片,D,3
2742,foe,敵、かたき,D,3
2743,abbreviate,省略［短縮］する,D,3
2744,dilute,（液体などを）薄める、弱める,D,3
2745,jeopardy,危険,D,3
2746,linear,線形の、直線的な,D,3
2747,counterfeit,偽造の,D,3
2748,repertoire,レパートリー、上演目録、演奏曲目,D,3
2749,proliferation,急増、拡散,D,3
2750,fingerprint,指紋,D,3
2751,dissolution,消滅、分解、溶解、解散,D,3
2752,negligence,怠慢、手抜き、過失,D,3
2753,bankruptcy,倒産、破産,D,3
2754,reminiscence,回想、追憶、思い出,D,3
2755,prohibit,禁止する,D,3
2756,liquidate,（負債などを）清算する、（会社などを）整理する,D,3
2757,scar,傷跡、損なう,D,3
2758,diabetic,糖尿病の、糖尿病患者,D,3
